,,,,,,precision,precision,random_expectation,random_expectation,lift,lift,n_candidates,n_candidates,n_relevant,n_relevant
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std
topology,camouflage,model,explainer,detected,k_mode,,,,,,,,,,
clique,0.0,gcn,grad,1,k20,0.6188,0.0764,0.6107,0.1314,1.1022,0.4595,49.304,16.9126,28.0,0.0
clique,0.0,gcn,grad,1,k3,0.512,0.214,0.6107,0.1314,0.9024,0.5035,49.304,16.9126,28.0,0.0
clique,0.0,gcn,grad,1,k5,0.584,0.186,0.6107,0.1314,1.0339,0.523,49.304,16.9126,28.0,0.0
clique,0.0,gcn,grad,1,oracle,0.6434,0.0557,0.6107,0.1314,1.1308,0.4063,49.304,16.9126,28.0,0.0
clique,0.0,gcn,ig,1,k1,0.712,0.4547,0.6107,0.1314,1.2846,0.9859,49.304,16.9126,28.0,0.0
clique,0.0,gcn,ig,1,k10,0.704,0.1081,0.6107,0.1314,1.2511,0.5184,49.304,16.9126,28.0,0.0
clique,0.0,gcn,ig,1,k20,0.646,0.0945,0.6107,0.1314,1.1432,0.4637,49.304,16.9126,28.0,0.0
clique,0.0,gcn,ig,1,k3,0.8347,0.1673,0.6107,0.1314,1.4924,0.6862,49.304,16.9126,28.0,0.0
clique,0.0,gcn,ig,1,k5,0.856,0.1208,0.6107,0.1314,1.519,0.6159,49.304,16.9126,28.0,0.0
clique,0.0,gcn,ig,1,oracle,0.6646,0.0723,0.6107,0.1314,1.1571,0.3748,49.304,16.9126,28.0,0.0
clique,0.0,gcn,random,1,k1,0.552,0.4993,0.6107,0.1314,0.954,0.9622,49.304,16.9126,28.0,0.0
clique,0.0,gcn,random,1,k10,0.5992,0.1624,0.6107,0.1314,1.0025,0.2721,49.304,16.9126,28.0,0.0
clique,0.0,gcn,random,1,k20,0.6048,0.145,0.6107,0.1314,0.9976,0.172,49.304,16.9126,28.0,0.0
clique,0.0,gcn,random,1,k3,0.5707,0.2802,0.6107,0.1314,0.9636,0.5299,49.304,16.9126,28.0,0.0
clique,0.0,gcn,random,1,k5,0.5872,0.2151,0.6107,0.1314,0.9887,0.3838,49.304,16.9126,28.0,0.0
clique,0.0,gcn,random,1,oracle,0.6037,0.1364,0.6107,0.1314,0.9919,0.1161,49.304,16.9126,28.0,0.0
clique,0.0,sage,gnnexplainer,0,k1,0.5625,0.5123,0.6408,0.1105,0.8281,0.7645,45.25,9.6988,28.0,0.0
clique,0.0,sage,gnnexplainer,0,k10,0.5875,0.2895,0.6408,0.1105,0.86,0.3788,45.25,9.6988,28.0,0.0
clique,0.0,sage,gnnexplainer,0,k20,0.6688,0.1769,0.6408,0.1105,1.0277,0.1558,45.25,9.6988,28.0,0.0
clique,0.0,sage,gnnexplainer,0,k3,0.4792,0.3645,0.6408,0.1105,0.686,0.5052,45.25,9.6988,28.0,0.0
clique,0.0,sage,gnnexplainer,0,k5,0.475,0.291,0.6408,0.1105,0.683,0.4076,45.25,9.6988,28.0,0.0
clique,0.0,sage,gnnexplainer,0,oracle,0.7076,0.1085,0.6408,0.1105,1.1109,0.0864,45.25,9.6988,28.0,0.0
clique,0.0,sage,gnnexplainer,1,k1,0.944,0.2308,0.6245,0.1272,1.5977,0.6877,48.264,17.5812,28.0,0.0
clique,0.0,sage,gnnexplainer,1,k10,0.764,0.1623,0.6245,0.1272,1.3108,0.5791,48.264,17.5812,28.0,0.0
clique,0.0,sage,gnnexplainer,1,k20,0.7184,0.1149,0.6245,0.1272,1.2376,0.5304,48.264,17.5812,28.0,0.0
clique,0.0,sage,gnnexplainer,1,k3,0.8427,0.2223,0.6245,0.1272,1.4249,0.6211,48.264,17.5812,28.0,0.0
clique,0.0,sage,gnnexplainer,1,k5,0.8032,0.1917,0.6245,0.1272,1.3701,0.6246,48.264,17.5812,28.0,0.0
clique,0.0,sage,gnnexplainer,1,oracle,0.6826,0.0887,0.6245,0.1272,1.1633,0.4217,48.264,17.5812,28.0,0.0
clique,0.0,sage,grad,0,k1,0.625,0.5,0.6408,0.1105,1.0513,0.8978,45.25,9.6988,28.0,0.0
clique,0.0,sage,grad,0,k10,0.8,0.0966,0.6408,0.1105,1.302,0.3631,45.25,9.6988,28.0,0.0
clique,0.0,sage,grad,0,k20,0.7812,0.0892,0.6408,0.1105,1.272,0.3598,45.25,9.6988,28.0,0.0
clique,0.0,sage,grad,0,k3,0.7083,0.1667,0.6408,0.1105,1.1562,0.4113,45.25,9.6988,28.0,0.0
clique,0.0,sage,grad,0,k5,0.8,0.1033,0.6408,0.1105,1.3054,0.3844,45.25,9.6988,28.0,0.0
clique,0.0,sage,grad,0,oracle,0.7478,0.0618,0.6408,0.1105,1.2135,0.3113,45.25,9.6988,28.0,0.0
clique,0.0,sage,grad,1,k1,0.488,0.5019,0.6245,0.1272,0.7646,0.8259,48.264,17.5812,28.0,0.0
clique,0.0,sage,grad,1,k10,0.792,0.1154,0.6245,0.1272,1.3843,0.6189,48.264,17.5812,28.0,0.0
clique,0.0,sage,grad,1,k20,0.7548,0.0802,0.6245,0.1272,1.316,0.5698,48.264,17.5812,28.0,0.0
clique,0.0,sage,grad,1,k3,0.72,0.1766,0.6245,0.1272,1.2339,0.4855,48.264,17.5812,28.0,0.0
clique,0.0,sage,grad,1,k5,0.7664,0.1289,0.6245,0.1272,1.3302,0.5578,48.264,17.5812,28.0,0.0
clique,0.0,sage,grad,1,oracle,0.7331,0.0634,0.6245,0.1272,1.273,0.5305,48.264,17.5812,28.0,0.0
clique,0.0,sage,ig,0,k1,0.625,0.5,0.6408,0.1105,1.0513,0.8978,45.25,9.6988,28.0,0.0
clique,0.0,sage,ig,0,k10,0.8,0.0966,0.6408,0.1105,1.302,0.3631,45.25,9.6988,28.0,0.0
clique,0.0,sage,ig,0,k20,0.7812,0.0892,0.6408,0.1105,1.272,0.3598,45.25,9.6988,28.0,0.0
clique,0.0,sage,ig,0,k3,0.7083,0.1667,0.6408,0.1105,1.1562,0.4113,45.25,9.6988,28.0,0.0
clique,0.0,sage,ig,0,k5,0.8,0.1033,0.6408,0.1105,1.3054,0.3844,45.25,9.6988,28.0,0.0
clique,0.0,sage,ig,0,oracle,0.7478,0.0618,0.6408,0.1105,1.2135,0.3113,45.25,9.6988,28.0,0.0
clique,0.0,sage,ig,1,k1,0.488,0.5019,0.6245,0.1272,0.7646,0.8259,48.264,17.5812,28.0,0.0
clique,0.0,sage,ig,1,k10,0.792,0.1154,0.6245,0.1272,1.3843,0.6189,48.264,17.5812,28.0,0.0
clique,0.0,sage,ig,1,k20,0.7548,0.0802,0.6245,0.1272,1.316,0.5698,48.264,17.5812,28.0,0.0
clique,0.0,sage,ig,1,k3,0.72,0.1766,0.6245,0.1272,1.2339,0.4855,48.264,17.5812,28.0,0.0
clique,0.0,sage,ig,1,k5,0.7664,0.1289,0.6245,0.1272,1.3302,0.5578,48.264,17.5812,28.0,0.0
clique,0.0,sage,ig,1,oracle,0.7331,0.0634,0.6245,0.1272,1.273,0.5305,48.264,17.5812,28.0,0.0
clique,0.0,sage,random,0,k1,0.4375,0.5123,0.6408,0.1105,0.683,0.8277,45.25,9.6988,28.0,0.0
clique,0.0,sage,random,0,k10,0.6562,0.1153,0.6408,0.1105,1.0397,0.1893,45.25,9.6988,28.0,0.0
clique,0.0,sage,random,0,k20,0.6469,0.1217,0.6408,0.1105,1.0106,0.1057,45.25,9.6988,28.0,0.0
clique,0.0,sage,random,0,k3,0.6042,0.2781,0.6408,0.1105,0.9249,0.3346,45.25,9.6988,28.0,0.0
clique,0.0,sage,random,0,k5,0.6,0.1633,0.6408,0.1105,0.9393,0.1985,45.25,9.6988,28.0,0.0
clique,0.0,sage,random,0,oracle,0.6429,0.1251,0.6408,0.1105,1.0009,0.0598,45.25,9.6988,28.0,0.0
clique,0.0,sage,random,1,k1,0.576,0.4962,0.6245,0.1272,0.9591,0.9126,48.264,17.5812,28.0,0.0
clique,0.0,sage,random,1,k10,0.6136,0.1715,0.6245,0.1272,0.9928,0.2664,48.264,17.5812,28.0,0.0
clique,0.0,sage,random,1,k20,0.6212,0.1494,0.6245,0.1272,0.9974,0.1698,48.264,17.5812,28.0,0.0
clique,0.0,sage,random,1,k3,0.584,0.2699,0.6245,0.1272,0.9506,0.5012,48.264,17.5812,28.0,0.0
clique,0.0,sage,random,1,k5,0.5872,0.2181,0.6245,0.1272,0.9563,0.3707,48.264,17.5812,28.0,0.0
clique,0.0,sage,random,1,oracle,0.6183,0.1359,0.6245,0.1272,0.9921,0.1173,48.264,17.5812,28.0,0.0
clique,0.5,gcn,gnnexplainer,0,k1,0.2727,0.4671,0.1915,0.0552,1.8442,3.2236,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,gnnexplainer,0,k10,0.3727,0.2412,0.1915,0.0552,2.3496,1.9118,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,gnnexplainer,0,k20,0.3818,0.127,0.1915,0.0552,2.2033,1.0567,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,gnnexplainer,0,k3,0.303,0.3787,0.1915,0.0552,2.0347,2.8859,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,gnnexplainer,0,k5,0.3636,0.3668,0.1915,0.0552,2.4045,2.8845,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,gnnexplainer,0,oracle,0.3579,0.0682,0.1915,0.0552,2.0216,0.7146,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,gnnexplainer,1,k1,0.576,0.4962,0.1868,0.0429,3.4039,3.134,165.608,48.918,29.0,1.7871
clique,0.5,gcn,gnnexplainer,1,k10,0.4992,0.2176,0.1868,0.0429,2.8649,1.5628,165.608,48.918,29.0,1.7871
clique,0.5,gcn,gnnexplainer,1,k20,0.398,0.1601,0.1868,0.0429,2.2749,1.1879,165.608,48.918,29.0,1.7871
clique,0.5,gcn,gnnexplainer,1,k3,0.5653,0.3445,0.1868,0.0429,3.3162,2.3404,165.608,48.918,29.0,1.7871
clique,0.5,gcn,gnnexplainer,1,k5,0.544,0.2801,0.1868,0.0429,3.1919,2.0499,165.608,48.918,29.0,1.7871
clique,0.5,gcn,gnnexplainer,1,oracle,0.3519,0.1337,0.1868,0.0429,1.9942,0.9412,165.608,48.918,29.0,1.7871
clique,0.5,gcn,grad,0,k1,0.0,0.0,0.1915,0.0552,0.0,0.0,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,grad,0,k10,0.4545,0.1036,0.1915,0.0552,2.5971,1.1488,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,grad,0,k20,0.3409,0.0302,0.1915,0.0552,1.9391,0.6327,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,grad,0,k3,0.2727,0.201,0.1915,0.0552,1.6394,1.1409,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,grad,0,k5,0.3818,0.1662,0.1915,0.0552,2.1542,1.1569,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,grad,0,oracle,0.2953,0.0526,0.1915,0.0552,1.6761,0.6121,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,grad,1,k1,0.336,0.4742,0.1868,0.0429,1.8976,2.7889,165.608,48.918,29.0,1.7871
clique,0.5,gcn,grad,1,k10,0.4712,0.119,0.1868,0.0429,2.6957,1.0438,165.608,48.918,29.0,1.7871
clique,0.5,gcn,grad,1,k20,0.34,0.0606,0.1868,0.0429,1.944,0.6581,165.608,48.918,29.0,1.7871
clique,0.5,gcn,grad,1,k3,0.4907,0.2826,0.1868,0.0429,2.8322,1.9713,165.608,48.918,29.0,1.7871
clique,0.5,gcn,grad,1,k5,0.528,0.2146,0.1868,0.0429,3.0426,1.6068,165.608,48.918,29.0,1.7871
clique,0.5,gcn,grad,1,oracle,0.2948,0.0518,0.1868,0.0429,1.6793,0.5438,165.608,48.918,29.0,1.7871
clique,0.5,gcn,ig,0,k1,0.6364,0.5045,0.1915,0.0552,3.3789,2.9604,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,ig,0,k10,0.5636,0.1362,0.1915,0.0552,3.1124,1.0644,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,ig,0,k20,0.3773,0.0786,0.1915,0.0552,2.0982,0.6445,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,ig,0,k3,0.6667,0.3333,0.1915,0.0552,3.6266,2.009,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,ig,0,k5,0.6909,0.1868,0.1915,0.0552,3.7938,1.3988,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,ig,0,oracle,0.3277,0.0746,0.1915,0.0552,1.8534,0.7395,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,ig,1,k1,0.6,0.4919,0.1868,0.0429,3.4252,3.0119,165.608,48.918,29.0,1.7871
clique,0.5,gcn,ig,1,k10,0.5576,0.1034,0.1868,0.0429,3.1817,1.0669,165.608,48.918,29.0,1.7871
clique,0.5,gcn,ig,1,k20,0.3964,0.0716,0.1868,0.0429,2.2669,0.7698,165.608,48.918,29.0,1.7871
clique,0.5,gcn,ig,1,k3,0.6133,0.2945,0.1868,0.0429,3.4674,1.9318,165.608,48.918,29.0,1.7871
clique,0.5,gcn,ig,1,k5,0.6208,0.2138,0.1868,0.0429,3.5531,1.6521,165.608,48.918,29.0,1.7871
clique,0.5,gcn,ig,1,oracle,0.3325,0.0739,0.1868,0.0429,1.894,0.6594,165.608,48.918,29.0,1.7871
clique,0.5,gcn,random,0,k1,0.1818,0.4045,0.1915,0.0552,1.1303,2.6293,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,random,0,k10,0.1818,0.1471,0.1915,0.0552,0.9238,0.6844,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,random,0,k20,0.1909,0.13,0.1915,0.0552,0.9903,0.5625,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,random,0,k3,0.2727,0.2913,0.1915,0.0552,1.4412,1.4408,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,random,0,k5,0.2545,0.2382,0.1915,0.0552,1.3126,1.1789,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,random,0,oracle,0.1846,0.1109,0.1915,0.0552,0.9366,0.4142,165.1818,56.0889,29.0,1.8439
clique,0.5,gcn,random,1,k1,0.192,0.3955,0.1868,0.0429,1.0771,2.3172,165.608,48.918,29.0,1.7871
clique,0.5,gcn,random,1,k10,0.1936,0.1348,0.1868,0.0429,1.0254,0.6838,165.608,48.918,29.0,1.7871
clique,0.5,gcn,random,1,k20,0.1828,0.0961,0.1868,0.0429,0.976,0.4958,165.608,48.918,29.0,1.7871
clique,0.5,gcn,random,1,k3,0.2107,0.2301,0.1868,0.0429,1.1369,1.2834,165.608,48.918,29.0,1.7871
clique,0.5,gcn,random,1,k5,0.1952,0.184,0.1868,0.0429,1.0415,1.001,165.608,48.918,29.0,1.7871
clique,0.5,gcn,random,1,oracle,0.1859,0.0806,0.1868,0.0429,0.996,0.4064,165.608,48.918,29.0,1.7871
clique,0.5,sage,gnnexplainer,0,k1,0.1316,0.3426,0.202,0.0445,0.7328,2.0278,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,gnnexplainer,0,k10,0.1605,0.2138,0.202,0.0445,0.8941,1.469,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,gnnexplainer,0,k20,0.2789,0.1788,0.202,0.0445,1.4987,1.3216,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,gnnexplainer,0,k3,0.1228,0.2731,0.202,0.0445,0.7007,1.7156,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,gnnexplainer,0,k5,0.1316,0.2559,0.202,0.0445,0.7479,1.5859,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,gnnexplainer,0,oracle,0.3557,0.1098,0.202,0.0445,1.8591,0.8557,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,gnnexplainer,1,k1,0.584,0.4949,0.1904,0.0415,3.3779,3.0559,160.36,42.3416,28.888,1.5771
clique,0.5,sage,gnnexplainer,1,k10,0.5104,0.2136,0.1904,0.0415,2.8463,1.5431,160.36,42.3416,28.888,1.5771
clique,0.5,sage,gnnexplainer,1,k20,0.4304,0.1458,0.1904,0.0415,2.3853,1.0446,160.36,42.3416,28.888,1.5771
clique,0.5,sage,gnnexplainer,1,k3,0.584,0.3533,0.1904,0.0415,3.3847,2.4768,160.36,42.3416,28.888,1.5771
clique,0.5,sage,gnnexplainer,1,k5,0.5664,0.2871,0.1904,0.0415,3.2323,2.0969,160.36,42.3416,28.888,1.5771
clique,0.5,sage,gnnexplainer,1,oracle,0.386,0.1034,0.1904,0.0415,2.1312,0.7861,160.36,42.3416,28.888,1.5771
clique,0.5,sage,grad,0,k1,0.6053,0.4954,0.202,0.0445,3.2293,2.8589,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,grad,0,k10,0.5289,0.0732,0.202,0.0445,2.7948,0.9487,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,grad,0,k20,0.4197,0.081,0.202,0.0445,2.2294,0.8423,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,grad,0,k3,0.5263,0.2405,0.202,0.0445,2.7216,1.2558,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,grad,0,k5,0.5211,0.151,0.202,0.0445,2.7135,1.0216,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,grad,0,oracle,0.4017,0.0792,0.202,0.0445,2.1011,0.6812,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,grad,1,k1,0.504,0.502,0.1904,0.0415,2.7385,2.8575,160.36,42.3416,28.888,1.5771
clique,0.5,sage,grad,1,k10,0.52,0.0842,0.1904,0.0415,2.8891,0.8781,160.36,42.3416,28.888,1.5771
clique,0.5,sage,grad,1,k20,0.44,0.0918,0.1904,0.0415,2.4619,0.8844,160.36,42.3416,28.888,1.5771
clique,0.5,sage,grad,1,k3,0.568,0.2201,0.1904,0.0415,3.1284,1.386,160.36,42.3416,28.888,1.5771
clique,0.5,sage,grad,1,k5,0.5552,0.1478,0.1904,0.0415,3.0951,1.1675,160.36,42.3416,28.888,1.5771
clique,0.5,sage,grad,1,oracle,0.4194,0.0795,0.1904,0.0415,2.3342,0.7957,160.36,42.3416,28.888,1.5771
clique,0.5,sage,ig,0,k1,0.6053,0.4954,0.202,0.0445,3.2293,2.8589,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,ig,0,k10,0.5289,0.0732,0.202,0.0445,2.7948,0.9487,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,ig,0,k20,0.4197,0.081,0.202,0.0445,2.2294,0.8423,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,ig,0,k3,0.5263,0.2405,0.202,0.0445,2.7216,1.2558,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,ig,0,k5,0.5211,0.151,0.202,0.0445,2.7135,1.0216,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,ig,0,oracle,0.4017,0.0792,0.202,0.0445,2.1011,0.6812,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,ig,1,k1,0.504,0.502,0.1904,0.0415,2.7385,2.8575,160.36,42.3416,28.888,1.5771
clique,0.5,sage,ig,1,k10,0.52,0.0842,0.1904,0.0415,2.8891,0.8781,160.36,42.3416,28.888,1.5771
clique,0.5,sage,ig,1,k20,0.44,0.0918,0.1904,0.0415,2.4619,0.8844,160.36,42.3416,28.888,1.5771
clique,0.5,sage,ig,1,k3,0.568,0.2201,0.1904,0.0415,3.1284,1.386,160.36,42.3416,28.888,1.5771
clique,0.5,sage,ig,1,k5,0.5552,0.1478,0.1904,0.0415,3.0951,1.1675,160.36,42.3416,28.888,1.5771
clique,0.5,sage,ig,1,oracle,0.4194,0.0795,0.1904,0.0415,2.3342,0.7957,160.36,42.3416,28.888,1.5771
clique,0.5,sage,random,0,k1,0.1842,0.3929,0.202,0.0445,1.1637,2.6091,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,random,0,k10,0.1763,0.1403,0.202,0.0445,0.8724,0.6268,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,random,0,k20,0.1921,0.0983,0.202,0.0445,0.9673,0.4539,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,random,0,k3,0.2193,0.2484,0.202,0.0445,1.1374,1.2886,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,random,0,k5,0.2158,0.2099,0.202,0.0445,1.0853,1.0356,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,random,0,oracle,0.1925,0.084,0.202,0.0445,0.9543,0.3428,152.6842,46.5218,28.9211,1.4774
clique,0.5,sage,random,1,k1,0.184,0.389,0.1904,0.0415,1.0256,2.229,160.36,42.3416,28.888,1.5771
clique,0.5,sage,random,1,k10,0.1848,0.1332,0.1904,0.0415,0.9498,0.621,160.36,42.3416,28.888,1.5771
clique,0.5,sage,random,1,k20,0.1788,0.0974,0.1904,0.0415,0.9277,0.4558,160.36,42.3416,28.888,1.5771
clique,0.5,sage,random,1,k3,0.1893,0.2253,0.1904,0.0415,1.0028,1.1873,160.36,42.3416,28.888,1.5771
clique,0.5,sage,random,1,k5,0.1888,0.1784,0.1904,0.0415,0.9805,0.9143,160.36,42.3416,28.888,1.5771
clique,0.5,sage,random,1,oracle,0.1837,0.0832,0.1904,0.0415,0.9568,0.3759,160.36,42.3416,28.888,1.5771
clique,1.0,gcn,gnnexplainer,0,k1,0.2917,0.4643,0.123,0.0169,2.6523,4.2514,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,gnnexplainer,0,k10,0.475,0.18,0.123,0.0169,4.0286,1.7897,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,gnnexplainer,0,k20,0.3875,0.0811,0.123,0.0169,3.2506,0.9966,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,gnnexplainer,0,k3,0.4306,0.3472,0.123,0.0169,3.7326,3.1183,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,gnnexplainer,0,k5,0.5083,0.3063,0.123,0.0169,4.3637,2.7662,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,gnnexplainer,0,oracle,0.298,0.0644,0.123,0.0169,2.4862,0.7286,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,gnnexplainer,1,k1,0.544,0.5001,0.1276,0.0195,4.4004,4.1562,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,gnnexplainer,1,k10,0.5056,0.1779,0.1276,0.0195,4.0487,1.5051,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,gnnexplainer,1,k20,0.3992,0.1268,0.1276,0.0195,3.1955,1.0884,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,gnnexplainer,1,k3,0.56,0.3157,0.1276,0.0195,4.5407,2.7897,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,gnnexplainer,1,k5,0.5872,0.2406,0.1276,0.0195,4.7342,2.1387,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,gnnexplainer,1,oracle,0.3249,0.1006,0.1276,0.0195,2.5921,0.8415,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,grad,0,k1,0.0417,0.2041,0.123,0.0169,0.4356,2.134,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,grad,0,k10,0.3458,0.0932,0.123,0.0169,2.8413,0.7398,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,grad,0,k20,0.2896,0.0361,0.123,0.0169,2.4111,0.521,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,grad,0,k3,0.1389,0.1679,0.123,0.0169,1.2014,1.482,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,grad,0,k5,0.2667,0.1404,0.123,0.0169,2.2247,1.2008,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,grad,0,oracle,0.2246,0.031,0.123,0.0169,1.8517,0.3111,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,grad,1,k1,0.152,0.3605,0.1276,0.0195,1.2864,3.0793,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,grad,1,k10,0.356,0.126,0.1276,0.0195,2.8529,1.0741,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,grad,1,k20,0.2812,0.053,0.1276,0.0195,2.2606,0.5607,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,grad,1,k3,0.2773,0.2566,0.1276,0.0195,2.2457,2.1711,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,grad,1,k5,0.3232,0.2182,0.1276,0.0195,2.6012,1.8291,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,grad,1,oracle,0.2131,0.0398,0.1276,0.0195,1.7112,0.4148,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,ig,0,k1,0.4167,0.5036,0.123,0.0169,3.4432,4.2238,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,ig,0,k10,0.4875,0.1262,0.123,0.0169,4.0527,1.2348,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,ig,0,k20,0.3208,0.0415,0.123,0.0169,2.651,0.482,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,ig,0,k3,0.5278,0.2585,0.123,0.0169,4.4409,2.5013,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,ig,0,k5,0.55,0.1978,0.123,0.0169,4.6746,2.0955,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,ig,0,oracle,0.2685,0.0348,0.123,0.0169,2.2242,0.4323,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,ig,1,k1,0.432,0.4973,0.1276,0.0195,3.4728,4.0786,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,ig,1,k10,0.4912,0.1191,0.1276,0.0195,3.9472,1.1533,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,ig,1,k20,0.3236,0.0533,0.1276,0.0195,2.6017,0.6124,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,ig,1,k3,0.568,0.2872,0.1276,0.0195,4.5814,2.5563,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,ig,1,k5,0.5584,0.2204,0.1276,0.0195,4.515,2.0311,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,ig,1,oracle,0.251,0.0502,0.1276,0.0195,2.0162,0.5356,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,random,0,k1,0.0833,0.2823,0.123,0.0169,0.6549,2.2188,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,random,0,k10,0.0958,0.0806,0.123,0.0169,0.7787,0.6514,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,random,0,k20,0.1208,0.069,0.123,0.0169,0.9936,0.5899,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,random,0,k3,0.0833,0.1772,0.123,0.0169,0.631,1.3559,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,random,0,k5,0.0833,0.1167,0.123,0.0169,0.7029,0.977,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,random,0,oracle,0.1206,0.0619,0.123,0.0169,0.9903,0.5479,256.625,46.7517,30.9167,2.7806
clique,1.0,gcn,random,1,k1,0.112,0.3166,0.1276,0.0195,0.8675,2.4929,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,random,1,k10,0.1264,0.1041,0.1276,0.0195,0.9875,0.7937,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,random,1,k20,0.1284,0.0781,0.1276,0.0195,0.9983,0.5732,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,random,1,k3,0.1147,0.1945,0.1276,0.0195,0.9088,1.5297,274.712,67.8946,34.224,6.6428
clique,1.0,gcn,random,1,k5,0.1328,0.1501,0.1276,0.0195,1.0403,1.181,274.712,67.8946,34.224,6.6428
