,,,,,,precision,precision,random_expectation,random_expectation,lift,lift,n_candidates,n_candidates,n_relevant,n_relevant
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std
topology,camouflage,model,explainer,detected,k_mode,,,,,,,,,,
cycle,1.0,sage,grad,1,k3,0.4119,0.218,0.0972,0.0415,5.2056,3.6963,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,grad,1,k5,0.3626,0.1289,0.0972,0.0415,4.7197,3.2865,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,grad,1,oracle,0.3984,0.1608,0.0972,0.0415,5.108,3.5417,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,ig,0,k1,0.3936,0.4912,0.094,0.0469,6.2537,9.4993,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,ig,0,k10,0.2415,0.0782,0.094,0.0469,3.636,2.6756,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,ig,0,k20,0.1751,0.0292,0.094,0.0469,2.4439,1.3956,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,ig,0,k3,0.3688,0.1859,0.094,0.0469,5.0709,3.7022,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,ig,0,k5,0.334,0.1187,0.094,0.0469,4.7838,3.3762,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,ig,0,oracle,0.3537,0.1374,0.094,0.0469,4.9191,3.2915,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,ig,1,k1,0.4309,0.4972,0.0972,0.0415,5.4707,8.0859,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,ig,1,k10,0.2439,0.0679,0.0972,0.0415,3.1784,1.9676,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,ig,1,k20,0.1707,0.0332,0.0972,0.0415,2.2422,1.4372,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,ig,1,k3,0.4119,0.218,0.0972,0.0415,5.2056,3.6963,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,ig,1,k5,0.3626,0.1289,0.0972,0.0415,4.7197,3.2865,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,ig,1,oracle,0.3984,0.1608,0.0972,0.0415,5.108,3.5417,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,random,0,k1,0.117,0.3232,0.094,0.0469,1.083,3.1414,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,random,0,k10,0.0957,0.0938,0.094,0.0469,0.9889,1.1718,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,random,0,k20,0.0969,0.0632,0.094,0.0469,1.0324,0.7148,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,random,0,k3,0.0674,0.1432,0.094,0.0469,0.697,1.6716,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,random,0,k5,0.0894,0.1159,0.094,0.0469,0.9772,1.4689,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,random,0,oracle,0.0718,0.1263,0.094,0.0469,0.8202,1.6072,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,random,1,k1,0.0894,0.2865,0.0972,0.0415,0.9289,3.2939,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,random,1,k10,0.0886,0.0822,0.0972,0.0415,0.8647,0.8118,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,random,1,k20,0.0951,0.057,0.0972,0.0415,0.9986,0.5178,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,random,1,k3,0.0867,0.1529,0.0972,0.0415,0.9175,1.8623,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,random,1,k5,0.0862,0.1203,0.0972,0.0415,0.868,1.3144,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,random,1,oracle,0.0866,0.1311,0.0972,0.0415,0.8926,1.4776,53.2033,31.719,4.0488,0.2163
cycle,2.0,gcn,gnnexplainer,0,k1,0.0541,0.2292,0.0593,0.0233,0.6892,2.9442,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,gnnexplainer,0,k10,0.0541,0.0836,0.0593,0.0233,0.7442,1.1442,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,gnnexplainer,0,k20,0.0662,0.0624,0.0593,0.0233,0.9877,0.8518,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,gnnexplainer,0,k3,0.036,0.1049,0.0593,0.0233,0.5324,1.6594,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,gnnexplainer,0,k5,0.027,0.0693,0.0593,0.0233,0.3978,1.0803,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,gnnexplainer,0,oracle,0.0257,0.0751,0.0593,0.0233,0.3674,1.1072,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,gnnexplainer,1,k1,0.088,0.2844,0.0543,0.021,1.6664,6.5324,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,gnnexplainer,1,k10,0.1048,0.0869,0.0543,0.021,2.3858,2.6228,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,gnnexplainer,1,k20,0.1,0.0512,0.0543,0.021,2.1878,1.6044,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,gnnexplainer,1,k3,0.096,0.1684,0.0543,0.021,2.0796,4.169,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,gnnexplainer,1,k5,0.0992,0.1235,0.0543,0.021,2.205,3.4235,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,gnnexplainer,1,oracle,0.1013,0.1362,0.0543,0.021,2.1801,3.3914,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,grad,0,k1,0.1892,0.3971,0.0593,0.0233,3.7108,8.6127,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,grad,0,k10,0.1649,0.0789,0.0593,0.0233,3.3681,2.3987,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,grad,0,k20,0.1284,0.0465,0.0593,0.0233,2.5164,1.466,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,grad,0,k3,0.2252,0.2087,0.0593,0.0233,4.3436,4.3498,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,grad,0,k5,0.2162,0.159,0.0593,0.0233,4.2764,3.6771,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,grad,0,oracle,0.2215,0.1658,0.0593,0.0233,4.2446,3.2988,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,grad,1,k1,0.248,0.4336,0.0543,0.021,5.9611,11.9068,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,grad,1,k10,0.1648,0.0775,0.0543,0.021,3.7062,2.6844,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,grad,1,k20,0.1276,0.0414,0.0543,0.021,2.8157,1.6157,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,grad,1,k3,0.2267,0.2142,0.0543,0.021,5.1142,5.5999,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,grad,1,k5,0.2032,0.127,0.0543,0.021,4.5729,3.8644,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,grad,1,oracle,0.2117,0.1462,0.0543,0.021,4.7349,4.1359,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,ig,0,k1,0.4595,0.5052,0.0593,0.0233,9.6795,11.7017,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,ig,0,k10,0.1946,0.0575,0.0593,0.0233,3.8157,2.0138,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,ig,0,k20,0.1311,0.0341,0.0593,0.0233,2.5978,1.3951,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,ig,0,k3,0.3514,0.2215,0.0593,0.0233,6.6297,4.6792,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,ig,0,k5,0.3135,0.1294,0.0593,0.0233,5.9283,3.1023,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,ig,0,oracle,0.3134,0.1696,0.0593,0.0233,5.924,3.693,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,ig,1,k1,0.272,0.4468,0.0543,0.021,5.9232,10.6182,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,ig,1,k10,0.1952,0.058,0.0543,0.021,4.2024,2.2097,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,ig,1,k20,0.1356,0.0416,0.0543,0.021,2.9204,1.5216,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,ig,1,k3,0.2987,0.2066,0.0543,0.021,6.5636,5.9018,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,ig,1,k5,0.2832,0.1223,0.0543,0.021,6.1234,3.7532,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,ig,1,oracle,0.2983,0.1418,0.0543,0.021,6.5001,4.4467,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,random,0,k1,0.0,0.0,0.0593,0.0233,0.0,0.0,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,random,0,k10,0.0676,0.0944,0.0593,0.0233,1.1318,1.6203,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,random,0,k20,0.0568,0.0516,0.0593,0.0233,0.9449,0.8971,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,random,0,k3,0.045,0.1397,0.0593,0.0233,0.6486,2.1695,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,random,0,k5,0.0595,0.104,0.0593,0.0233,1.0551,1.9522,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,random,0,oracle,0.05,0.1137,0.0593,0.0233,0.8551,1.9852,88.4865,40.8722,4.4595,0.8365
cycle,2.0,gcn,random,1,k1,0.04,0.1967,0.0543,0.021,0.768,4.3552,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,random,1,k10,0.0576,0.0721,0.0543,0.021,1.0646,1.4428,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,random,1,k20,0.0508,0.0458,0.0543,0.021,0.9716,0.9144,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,random,1,k3,0.056,0.1251,0.0543,0.021,1.0873,2.6534,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,random,1,k5,0.0528,0.0955,0.0543,0.021,0.9425,1.837,94.816,45.1409,4.36,0.7662
cycle,2.0,gcn,random,1,oracle,0.0525,0.0992,0.0543,0.021,0.9853,2.0834,94.816,45.1409,4.36,0.7662
cycle,2.0,sage,gnnexplainer,0,k1,0.0575,0.2341,0.053,0.0199,1.227,5.454,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,gnnexplainer,0,k10,0.1345,0.0847,0.053,0.0199,2.9359,2.133,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,gnnexplainer,0,k20,0.1236,0.043,0.053,0.0199,2.5842,1.2101,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,gnnexplainer,0,k3,0.0728,0.1475,0.053,0.0199,1.859,4.1608,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,gnnexplainer,0,k5,0.092,0.1287,0.053,0.0199,2.2231,3.4861,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,gnnexplainer,0,oracle,0.0858,0.1354,0.053,0.0199,2.0791,3.5551,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,gnnexplainer,1,k1,0.112,0.3166,0.0564,0.0227,2.3201,6.9441,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,gnnexplainer,1,k10,0.1712,0.086,0.0564,0.0227,3.6636,2.9164,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,gnnexplainer,1,k20,0.1276,0.0373,0.0564,0.0227,2.6648,1.5198,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,gnnexplainer,1,k3,0.1147,0.185,0.0564,0.0227,2.7564,5.364,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,gnnexplainer,1,k5,0.1312,0.1439,0.0564,0.0227,3.1142,4.2275,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,gnnexplainer,1,oracle,0.1193,0.1445,0.0564,0.0227,2.8122,4.1819,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,grad,0,k1,0.3333,0.4741,0.053,0.0199,7.0695,10.8492,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,grad,0,k10,0.2,0.0731,0.053,0.0199,4.3362,2.1779,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,grad,0,k20,0.1356,0.0431,0.053,0.0199,2.8743,1.2614,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,grad,0,k3,0.249,0.1917,0.053,0.0199,5.2473,4.8395,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,grad,0,k5,0.2667,0.1168,0.053,0.0199,5.8661,3.6122,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,grad,0,oracle,0.2669,0.1389,0.053,0.0199,5.8629,3.8598,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,grad,1,k1,0.36,0.4819,0.0564,0.0227,7.6024,11.5116,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,grad,1,k10,0.1984,0.0553,0.0564,0.0227,4.2083,2.3323,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,grad,1,k20,0.1444,0.0343,0.0564,0.0227,3.1144,1.856,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,grad,1,k3,0.3013,0.2135,0.0564,0.0227,6.323,5.7006,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,grad,1,k5,0.2736,0.1232,0.0564,0.0227,5.8474,3.9608,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,grad,1,oracle,0.2863,0.1548,0.0564,0.0227,6.0859,4.5191,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,ig,0,k1,0.3333,0.4741,0.053,0.0199,7.0695,10.8492,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,ig,0,k10,0.2,0.0731,0.053,0.0199,4.3362,2.1779,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,ig,0,k20,0.1356,0.0431,0.053,0.0199,2.8743,1.2614,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,ig,0,k3,0.249,0.1917,0.053,0.0199,5.2473,4.8395,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,ig,0,k5,0.2667,0.1168,0.053,0.0199,5.8661,3.6122,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,ig,0,oracle,0.2669,0.1389,0.053,0.0199,5.8629,3.8598,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,ig,1,k1,0.36,0.4819,0.0564,0.0227,7.6024,11.5116,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,ig,1,k10,0.1984,0.0553,0.0564,0.0227,4.2083,2.3323,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,ig,1,k20,0.1444,0.0343,0.0564,0.0227,3.1144,1.856,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,ig,1,k3,0.3013,0.2135,0.0564,0.0227,6.323,5.7006,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,ig,1,k5,0.2736,0.1232,0.0564,0.0227,5.8474,3.9608,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,ig,1,oracle,0.2863,0.1548,0.0564,0.0227,6.0859,4.5191,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,random,0,k1,0.0575,0.2341,0.053,0.0199,1.0489,4.3161,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,random,0,k10,0.0621,0.0735,0.053,0.0199,1.1672,1.4428,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,random,0,k20,0.0534,0.0463,0.053,0.0199,1.0087,0.8865,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,random,0,k3,0.0536,0.1333,0.053,0.0199,1.0998,2.7716,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,random,0,k5,0.0552,0.1043,0.053,0.0199,0.9817,1.8998,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,random,0,oracle,0.0504,0.1051,0.053,0.0199,0.9911,2.1229,95.2644,42.1858,4.3678,0.8369
cycle,2.0,sage,random,1,k1,0.04,0.1967,0.0564,0.0227,0.666,3.9881,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,random,1,k10,0.0584,0.0709,0.0564,0.0227,1.0477,1.3471,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,random,1,k20,0.0528,0.0485,0.0564,0.0227,0.9623,0.9575,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,random,1,k3,0.048,0.1175,0.0564,0.0227,0.8259,2.2509,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,random,1,k5,0.0512,0.0876,0.0564,0.0227,0.8874,1.7022,93.656,47.8209,4.392,0.7284
cycle,2.0,sage,random,1,oracle,0.0541,0.0997,0.0564,0.0227,0.9206,1.9184,93.656,47.8209,4.392,0.7284
star,0.0,gcn,gnnexplainer,0,k1,0.4545,0.5096,0.5013,0.1242,0.8442,1.0043,14.9545,4.2815,7.0,0.0
star,0.0,gcn,gnnexplainer,0,k10,0.5136,0.1283,0.5013,0.1242,1.0448,0.2548,14.9545,4.2815,7.0,0.0
star,0.0,gcn,gnnexplainer,0,k20,0.5052,0.1182,0.5013,0.1242,1.0127,0.0377,14.9545,4.2815,7.0,0.0
star,0.0,gcn,gnnexplainer,0,k3,0.4394,0.362,0.5013,0.1242,0.855,0.7108,14.9545,4.2815,7.0,0.0
star,0.0,gcn,gnnexplainer,0,k5,0.5,0.2449,0.5013,0.1242,0.9831,0.4199,14.9545,4.2815,7.0,0.0
star,0.0,gcn,gnnexplainer,0,oracle,0.5,0.1693,0.5013,0.1242,1.0019,0.2839,14.9545,4.2815,7.0,0.0
star,0.0,gcn,gnnexplainer,1,k1,0.432,0.4973,0.4146,0.1703,1.0354,1.4607,23.024,17.6327,7.0,0.0
star,0.0,gcn,gnnexplainer,1,k10,0.4624,0.1865,0.4146,0.1703,1.1952,0.8172,23.024,17.6327,7.0,0.0
star,0.0,gcn,gnnexplainer,1,k20,0.4282,0.1618,0.4146,0.1703,1.0784,0.4815,23.024,17.6327,7.0,0.0
star,0.0,gcn,gnnexplainer,1,k3,0.4053,0.3099,0.4146,0.1703,1.003,1.1182,23.024,17.6327,7.0,0.0
star,0.0,gcn,gnnexplainer,1,k5,0.4352,0.2677,0.4146,0.1703,1.0827,1.0445,23.024,17.6327,7.0,0.0
star,0.0,gcn,gnnexplainer,1,oracle,0.448,0.2187,0.4146,0.1703,1.1296,0.9231,23.024,17.6327,7.0,0.0
star,0.0,gcn,grad,0,k1,0.9545,0.2132,0.5013,0.1242,2.039,0.7626,14.9545,4.2815,7.0,0.0
star,0.0,gcn,grad,0,k10,0.5273,0.1518,0.5013,0.1242,1.0734,0.3545,14.9545,4.2815,7.0,0.0
star,0.0,gcn,grad,0,k20,0.5006,0.1262,0.5013,0.1242,0.9977,0.0468,14.9545,4.2815,7.0,0.0
star,0.0,gcn,grad,0,k3,0.5606,0.26,0.5013,0.1242,1.2532,0.8206,14.9545,4.2815,7.0,0.0
star,0.0,gcn,grad,0,k5,0.5364,0.2172,0.5013,0.1242,1.1571,0.6628,14.9545,4.2815,7.0,0.0
star,0.0,gcn,grad,0,oracle,0.513,0.1688,0.5013,0.1242,1.0798,0.5186,14.9545,4.2815,7.0,0.0
star,0.0,gcn,grad,1,k1,0.704,0.4583,0.4146,0.1703,2.3234,2.6884,23.024,17.6327,7.0,0.0
star,0.0,gcn,grad,1,k10,0.532,0.1133,0.4146,0.1703,1.717,1.4154,23.024,17.6327,7.0,0.0
star,0.0,gcn,grad,1,k20,0.4518,0.1207,0.4146,0.1703,1.2875,0.6778,23.024,17.6327,7.0,0.0
star,0.0,gcn,grad,1,k3,0.568,0.2241,0.4146,0.1703,1.9261,1.8814,23.024,17.6327,7.0,0.0
star,0.0,gcn,grad,1,k5,0.5792,0.2029,0.4146,0.1703,1.9947,2.0121,23.024,17.6327,7.0,0.0
star,0.0,gcn,grad,1,oracle,0.5714,0.1623,0.4146,0.1703,1.9456,1.8845,23.024,17.6327,7.0,0.0
star,0.0,gcn,ig,0,k1,0.6364,0.4924,0.5013,0.1242,1.3506,1.1477,14.9545,4.2815,7.0,0.0
star,0.0,gcn,ig,0,k10,0.5273,0.1486,0.5013,0.1242,1.0747,0.3447,14.9545,4.2815,7.0,0.0
star,0.0,gcn,ig,0,k20,0.5029,0.1218,0.5013,0.1242,1.0055,0.0351,14.9545,4.2815,7.0,0.0
star,0.0,gcn,ig,0,k3,0.5152,0.2462,0.5013,0.1242,1.1082,0.7355,14.9545,4.2815,7.0,0.0
star,0.0,gcn,ig,0,k5,0.5364,0.2854,0.5013,0.1242,1.1429,0.7792,14.9545,4.2815,7.0,0.0
star,0.0,gcn,ig,0,oracle,0.5325,0.2029,0.5013,0.1242,1.1141,0.5976,14.9545,4.2815,7.0,0.0
star,0.0,gcn,ig,1,k1,0.616,0.4883,0.4146,0.1703,2.32,2.8693,23.024,17.6327,7.0,0.0
star,0.0,gcn,ig,1,k10,0.5448,0.1132,0.4146,0.1703,1.7398,1.3346,23.024,17.6327,7.0,0.0
star,0.0,gcn,ig,1,k20,0.4482,0.1251,0.4146,0.1703,1.2573,0.5972,23.024,17.6327,7.0,0.0
star,0.0,gcn,ig,1,k3,0.5787,0.2437,0.4146,0.1703,2.0038,1.884,23.024,17.6327,7.0,0.0
star,0.0,gcn,ig,1,k5,0.592,0.2235,0.4146,0.1703,2.0793,2.0732,23.024,17.6327,7.0,0.0
star,0.0,gcn,ig,1,oracle,0.5794,0.1752,0.4146,0.1703,1.9675,1.8101,23.024,17.6327,7.0,0.0
star,0.0,gcn,random,0,k1,0.5455,0.5096,0.5013,0.1242,1.0844,1.0504,14.9545,4.2815,7.0,0.0
star,0.0,gcn,random,0,k10,0.5045,0.1527,0.5013,0.1242,1.0078,0.2415,14.9545,4.2815,7.0,0.0
star,0.0,gcn,random,0,k20,0.4984,0.1294,0.5013,0.1242,0.9903,0.0322,14.9545,4.2815,7.0,0.0
star,0.0,gcn,random,0,k3,0.5152,0.3039,0.5013,0.1242,1.0303,0.6537,14.9545,4.2815,7.0,0.0
star,0.0,gcn,random,0,k5,0.4909,0.2599,0.5013,0.1242,0.9649,0.5269,14.9545,4.2815,7.0,0.0
star,0.0,gcn,random,0,oracle,0.5065,0.2192,0.5013,0.1242,0.9917,0.3928,14.9545,4.2815,7.0,0.0
star,0.0,gcn,random,1,k1,0.4,0.4919,0.4146,0.1703,0.9109,1.4715,23.024,17.6327,7.0,0.0
star,0.0,gcn,random,1,k10,0.396,0.2002,0.4146,0.1703,0.9218,0.3511,23.024,17.6327,7.0,0.0
star,0.0,gcn,random,1,k20,0.4114,0.1773,0.4146,0.1703,0.9879,0.1897,23.024,17.6327,7.0,0.0
star,0.0,gcn,random,1,k3,0.3947,0.315,0.4146,0.1703,0.8808,0.7129,23.024,17.6327,7.0,0.0
star,0.0,gcn,random,1,k5,0.392,0.2442,0.4146,0.1703,0.9227,0.5334,23.024,17.6327,7.0,0.0
star,0.0,gcn,random,1,oracle,0.3909,0.2163,0.4146,0.1703,0.9231,0.4508,23.024,17.6327,7.0,0.0
star,0.0,sage,gnnexplainer,0,k1,0.4906,0.5047,0.4417,0.1657,1.0296,1.2242,20.3019,14.6006,7.0,0.0
star,0.0,sage,gnnexplainer,0,k10,0.4792,0.1843,0.4417,0.1657,1.1418,0.6571,20.3019,14.6006,7.0,0.0
star,0.0,sage,gnnexplainer,0,k20,0.4682,0.1277,0.4417,0.1657,1.1869,0.5559,20.3019,14.6006,7.0,0.0
star,0.0,sage,gnnexplainer,0,k3,0.4906,0.3435,0.4417,0.1657,0.9883,0.718,20.3019,14.6006,7.0,0.0
star,0.0,sage,gnnexplainer,0,k5,0.4566,0.2866,0.4417,0.1657,0.9968,0.7838,20.3019,14.6006,7.0,0.0
star,0.0,sage,gnnexplainer,0,oracle,0.4609,0.2453,0.4417,0.1657,1.0547,0.7557,20.3019,14.6006,7.0,0.0
star,0.0,sage,gnnexplainer,1,k1,0.448,0.4993,0.4429,0.1649,1.0777,1.5836,20.48,14.805,7.0,0.0
star,0.0,sage,gnnexplainer,1,k10,0.5032,0.1373,0.4429,0.1649,1.3397,0.9206,20.48,14.805,7.0,0.0
star,0.0,sage,gnnexplainer,1,k20,0.4652,0.1332,0.4429,0.1649,1.1637,0.4966,20.48,14.805,7.0,0.0
star,0.0,sage,gnnexplainer,1,k3,0.4853,0.3097,0.4429,0.1649,1.1764,1.1482,20.48,14.805,7.0,0.0
star,0.0,sage,gnnexplainer,1,k5,0.4848,0.2345,0.4429,0.1649,1.1874,0.9378,20.48,14.805,7.0,0.0
star,0.0,sage,gnnexplainer,1,oracle,0.4891,0.1879,0.4429,0.1649,1.2759,0.9944,20.48,14.805,7.0,0.0
star,0.0,sage,grad,0,k1,0.5283,0.504,0.4417,0.1657,1.7305,2.4694,20.3019,14.6006,7.0,0.0
star,0.0,sage,grad,0,k10,0.5642,0.1076,0.4417,0.1657,1.6291,1.2706,20.3019,14.6006,7.0,0.0
star,0.0,sage,grad,0,k20,0.4692,0.1259,0.4417,0.1657,1.1999,0.6025,20.3019,14.6006,7.0,0.0
star,0.0,sage,grad,0,k3,0.5346,0.2388,0.4417,0.1657,1.8248,2.2076,20.3019,14.6006,7.0,0.0
star,0.0,sage,grad,0,k5,0.5698,0.2267,0.4417,0.1657,1.8237,1.969,20.3019,14.6006,7.0,0.0
star,0.0,sage,grad,0,oracle,0.5741,0.1738,0.4417,0.1657,1.7524,1.7079,20.3019,14.6006,7.0,0.0
star,0.0,sage,grad,1,k1,0.584,0.4949,0.4429,0.1649,1.544,1.7011,20.48,14.805,7.0,0.0
star,0.0,sage,grad,1,k10,0.5344,0.1258,0.4429,0.1649,1.5543,1.3392,20.48,14.805,7.0,0.0
star,0.0,sage,grad,1,k20,0.4724,0.1215,0.4429,0.1649,1.214,0.5813,20.48,14.805,7.0,0.0
star,0.0,sage,grad,1,k3,0.504,0.2304,0.4429,0.1649,1.5901,1.5017,20.48,14.805,7.0,0.0
star,0.0,sage,grad,1,k5,0.5216,0.2227,0.4429,0.1649,1.656,1.6816,20.48,14.805,7.0,0.0
star,0.0,sage,grad,1,oracle,0.5417,0.1714,0.4429,0.1649,1.6712,1.6573,20.48,14.805,7.0,0.0
star,0.0,sage,ig,0,k1,0.5283,0.504,0.4417,0.1657,1.7305,2.4694,20.3019,14.6006,7.0,0.0
star,0.0,sage,ig,0,k10,0.5642,0.1076,0.4417,0.1657,1.6291,1.2706,20.3019,14.6006,7.0,0.0
star,0.0,sage,ig,0,k20,0.4692,0.1259,0.4417,0.1657,1.1999,0.6025,20.3019,14.6006,7.0,0.0
star,0.0,sage,ig,0,k3,0.5346,0.2388,0.4417,0.1657,1.8248,2.2076,20.3019,14.6006,7.0,0.0
star,0.0,sage,ig,0,k5,0.5698,0.2267,0.4417,0.1657,1.8237,1.969,20.3019,14.6006,7.0,0.0
star,0.0,sage,ig,0,oracle,0.5741,0.1738,0.4417,0.1657,1.7524,1.7079,20.3019,14.6006,7.0,0.0
star,0.0,sage,ig,1,k1,0.584,0.4949,0.4429,0.1649,1.544,1.7011,20.48,14.805,7.0,0.0
star,0.0,sage,ig,1,k10,0.5344,0.1258,0.4429,0.1649,1.5543,1.3392,20.48,14.805,7.0,0.0
star,0.0,sage,ig,1,k20,0.4724,0.1215,0.4429,0.1649,1.214,0.5813,20.48,14.805,7.0,0.0
star,0.0,sage,ig,1,k3,0.504,0.2304,0.4429,0.1649,1.5901,1.5017,20.48,14.805,7.0,0.0
star,0.0,sage,ig,1,k5,0.5216,0.2227,0.4429,0.1649,1.656,1.6816,20.48,14.805,7.0,0.0
